Chapter,Topic,Question,Equation,Answer
Hydrocarbons,Alkyne Concepts,Why are alkynes less reactive than alkenes toward electrophilic addition?,sp carbon holds electrons tightly,sp-hybridized carbon atoms have greater s-character and hold electrons closer to nucleus.
Hydrocarbons,Alkyne Concepts,Why is rotation restricted around triple bond?,rotation destroys π-overlap,Rotation would break the parallel overlap of p orbitals forming the two pi bonds.
Hydrocarbons,Alkyne Concepts,Why are terminal alkynes acidic?,RC≡CH ⇌ RC≡C− + H+,Terminal alkynes possess acidic hydrogen attached to sp-hybridized carbon atom.
Hydrocarbons,Alkyne Concepts,Why are alkynes more acidic than alkenes and alkanes?,sp > sp2 > sp3 stability,The conjugate base of alkynes is stabilized because sp orbitals contain greater s-character.
Hydrocarbons,Alkyne Concepts,What is the role of s-character in acidity?,s-character ↑ → acidity ↑,Greater s-character keeps electron density closer to nucleus stabilizing negative charge.
Hydrocarbons,Alkyne Concepts,Explain formation of acetylide ions.,RC≡CH + base → RC≡C−,Strong bases remove acidic terminal hydrogen producing acetylide ions.
Hydrocarbons,Alkyne Concepts,Why are acetylide ions useful in synthesis?,RC≡C− + R–X → RC≡CR,Acetylide ions act as strong nucleophiles and form carbon-carbon bonds.
Hydrocarbons,Alkyne Concepts,Why do only terminal alkynes react with ammoniacal AgNO3?,terminal alkyne + AgNO3 → precipitate,Only terminal alkynes possess acidic hydrogen capable of forming metal acetylides.
Hydrocarbons,Alkyne Concepts,Why do alkynes undergo addition reactions?,π-bonds convert to σ-bonds,Addition reactions convert weaker pi bonds into stronger sigma bonds.
Hydrocarbons,Alkyne Concepts,Why do alkynes decolorize bromine water?,C≡C + Br2 → addition product,Bromine adds across the multiple bond causing disappearance of reddish-brown color.
Hydrocarbons,Alkyne Concepts,Why do alkynes burn with smoky flame?,high carbon-to-hydrogen ratio,Incomplete combustion occurs because alkynes contain relatively high percentage of carbon.
Hydrocarbons,Alkyne Concepts,Why are lower alkynes gases while higher alkynes are liquids or solids?,molecular mass ↑ → intermolecular forces ↑,London dispersion forces increase with molecular size and mass.
Hydrocarbons,Alkyne Concepts,Why are alkynes nonpolar compounds?,C–C and C–H nearly nonpolar,Most alkynes possess very small bond polarity and low overall dipole moments.
Hydrocarbons,Alkyne Concepts,Why are alkynes important industrial feedstocks?,alkynes → vinyl compounds/polymers,"Alkynes are important starting materials in synthesis of plastics, solvents, and industrial chemicals."
Hydrocarbons,Alkyne Concepts,What is the conceptual importance of alkyne chemistry?,structure ↔ acidity ↔ reactivity,Understanding alkyne bonding and acidity explains their characteristic addition reactions and synthetic utility.
Hydrocarbons,Alkyne Concepts,Explain the orbital basis of sp hybridization in alkynes.,2s + 2p → two sp orbitals,One s orbital and one p orbital hybridize to form two linear sp hybrid orbitals while two unhybridized p orbitals remain mutually perpendicular.
Hydrocarbons,Alkyne Concepts,Explain formation of sigma and pi bonds in alkynes.,C≡C = one σ + two π bonds,The sigma bond forms by head-on overlap of sp orbitals while the two pi bonds form by lateral overlap of two sets of p orbitals.
Hydrocarbons,Alkyne Concepts,Why is the carbon-carbon triple bond shorter and stronger than double bond?,C≡C shorter than C=C,Greater orbital overlap and higher electron density between nuclei strengthen and shorten the triple bond.
Hydrocarbons,Alkyne Concepts,Why is the geometry around triple-bonded carbon linear?,sp orbitals at 180°,sp hybrid orbitals orient themselves in opposite directions minimizing repulsion and producing linear geometry.
Hydrocarbons,Alkyne Concepts,Why are alkynes less reactive than alkenes toward electrophilic addition?,sp carbon more electronegative,sp-hybridized carbon atoms hold π-electrons more tightly because of higher s-character.
Hydrocarbons,Alkyne Concepts,Why are vinyl carbocations unstable in alkyne reactions?,positive charge on sp carbon,sp-hybridized carbons are highly electronegative and destabilize adjacent positive charge.
Hydrocarbons,Alkyne Concepts,Why is free rotation impossible around triple bond?,rotation destroys π-overlap,Rotation would disrupt the perpendicular overlap of p orbitals responsible for the two pi bonds.
Hydrocarbons,Alkyne Concepts,Explain acidity of terminal alkynes using hybridization.,RC≡CH ⇌ RC≡C− + H+,The conjugate base is stabilized because the negative charge resides in an sp orbital having 50% s-character.
Hydrocarbons,Alkyne Concepts,"Compare acidity of alkanes, alkenes, and alkynes.",alkyne > alkene > alkane,Increasing s-character stabilizes the conjugate base more effectively and increases acidity.
Hydrocarbons,Alkyne Concepts,Why does greater s-character increase acidity?,s-character ↑ → electron density closer to nucleus,Orbitals with greater s-character hold electrons closer to nucleus stabilizing negative charge.
Hydrocarbons,Alkyne Concepts,Explain stability of acetylide ions.,RC≡C−,The negative charge on sp-hybridized carbon is highly stabilized due to high effective electronegativity.
Hydrocarbons,Alkyne Concepts,Why are acetylide ions strong nucleophiles?,RC≡C− + electrophile → product,Acetylide ions possess concentrated negative charge and readily attack electrophilic centers.
Hydrocarbons,Alkyne Concepts,Why are primary alkyl halides preferred in acetylide reactions?,RC≡C− + RCH2X → SN2 product,Primary alkyl halides undergo SN2 substitution efficiently whereas secondary and tertiary halides favor elimination.
Hydrocarbons,Alkyne Concepts,Why do terminal alkynes form precipitates with AgNO3 and Cu2Cl2?,RC≡CH + Ag+/Cu+ → metal acetylide,Terminal alkynes form insoluble metal acetylides because of acidic hydrogen.
Hydrocarbons,Alkyne Concepts,Why are alkynes more linear than alkenes and alkanes?,sp hybridization → 180°,Maximum s-character in sp orbitals produces strongest directional bonding and linear geometry.
Hydrocarbons,Alkyne Concepts,Why do alkynes undergo addition rather than substitution reactions?,π-bonds replaced by σ-bonds,Addition converts weaker pi bonds into stronger sigma bonds making the process energetically favorable.
Hydrocarbons,Alkyne Concepts,Why do alkynes produce smoky flames on combustion?,high carbon percentage,High carbon-to-hydrogen ratio leads to incomplete combustion and soot formation.
Hydrocarbons,Alkyne Concepts,Why are lower alkynes weakly soluble in water?,weak induced dipole interactions,Small alkynes possess slight solubility because of weak interactions with water molecules.
Hydrocarbons,Alkyne Concepts,Why are alkynes important synthetic intermediates?,alkynes → carbonyls/polymers/vinyl compounds,Triple bonds can be transformed into many functional groups making alkynes versatile synthetic intermediates.
Hydrocarbons,Alkyne Concepts,What is the conceptual importance of alkyne chemistry?,structure ↔ acidity ↔ reactivity,"Alkyne chemistry connects orbital hybridization, acidity, nucleophilicity, and electrophilic addition mechanisms in organic chemistry."
Hydrocarbons,Alkyne Concepts,Why are alkynes less reactive than alkenes toward electrophilic addition?,sp carbon holds π-electrons strongly,"sp-hybridized carbon atoms possess greater s-character and hold π-electrons closer to the nucleus, reducing electrophilic attack."
Hydrocarbons,Alkyne Concepts,"Compare bond strengths of C–C, C=C, and C≡C bonds.",C≡C > C=C > C–C,Bond strength increases with bond order because orbital overlap becomes progressively stronger.
Hydrocarbons,Alkyne Concepts,Why is the carbon-carbon triple bond shorter than double bond?,C≡C shorter than C=C,Greater overlap and higher electron density in triple bonds pull the bonded nuclei closer together.
Hydrocarbons,Alkyne Concepts,Why is the geometry of alkynes linear?,sp hybridization → 180°,sp hybrid orbitals orient themselves in opposite directions minimizing electron pair repulsion.
Hydrocarbons,Alkyne Concepts,Why are terminal alkynes acidic while internal alkynes are not?,RC≡CH ⇌ RC≡C− + H+,Only terminal alkynes possess hydrogen directly attached to sp-hybridized carbon atom.
Hydrocarbons,Alkyne Concepts,Why are alkynes more acidic than alkenes and alkanes?,sp > sp2 > sp3 acidity,The conjugate base of alkynes is stabilized because sp orbitals possess highest s-character.
Hydrocarbons,Alkyne Concepts,Why does greater s-character increase acidity?,s-character ↑ → conjugate base stability ↑,Electrons remain closer to nucleus in orbitals with higher s-character stabilizing negative charge.
Hydrocarbons,Alkyne Concepts,Why do terminal alkynes react with NaNH2?,RC≡CH + NaNH2 → RC≡CNa,Sodamide is strong enough to remove acidic hydrogen from terminal alkynes forming acetylide ions.
Hydrocarbons,Alkyne Concepts,Why are acetylide ions strong nucleophiles?,RC≡C− + electrophile → product,Acetylide ions possess concentrated negative charge and attack electrophilic carbon atoms effectively.
Hydrocarbons,Alkyne Concepts,Why are primary alkyl halides preferred in acetylide reactions?,RC≡C− + RCH2X → SN2 product,Primary alkyl halides undergo SN2 substitution easily while secondary and tertiary halides favor elimination.
Hydrocarbons,Alkyne Concepts,Why do terminal alkynes form precipitates with ammoniacal AgNO3?,RC≡CH + AgNO3 → RC≡CAg,Terminal alkynes form insoluble silver acetylides because of acidic hydrogen.
Hydrocarbons,Alkyne Concepts,Why do internal alkynes not react with ammoniacal AgNO3?,internal alkyne lacks acidic H,Internal alkynes do not contain terminal acidic hydrogen needed for metal acetylide formation.
Hydrocarbons,Alkyne Concepts,Why do alkynes undergo addition rather than substitution reactions?,π-bonds converted to σ-bonds,Addition reactions convert weaker π-bonds into stronger sigma bonds and are energetically favorable.
Hydrocarbons,Alkyne Concepts,Why does bromination of alkynes initially give trans-products?,anti addition via bromonium ion,Bromonium ion intermediate undergoes backside attack leading to anti addition.
Hydrocarbons,Alkyne Concepts,Why does Lindlar catalyst produce cis-alkenes?,syn hydrogen addition,Hydrogen atoms are delivered from the same catalyst surface causing syn addition.
Hydrocarbons,Alkyne Concepts,Why does Na/liquid NH3 reduction produce trans-alkenes?,anti hydrogen addition,The reaction proceeds through radical intermediates causing anti addition of hydrogen atoms.
Hydrocarbons,Alkyne Concepts,Why are alkynes important synthetic intermediates?,C≡C → multiple functional groups,"Triple bonds can be converted into alkenes, alkanes, aldehydes, ketones, acids, and polymers."
Hydrocarbons,Alkyne Concepts,Why do alkynes burn with more smoky flames than alkenes?,higher carbon-to-hydrogen ratio,Alkynes contain greater percentage of carbon leading to incomplete combustion and soot formation.
Physical Chemistry,Mole Concept,What is a mole?,1 mol = 6.022×10²³,One mole contains 6.022×10²³ particles
Physical Chemistry,Mole Concept,What is molar mass?,M = m/n,It represents mass per mole in grams
Physical Chemistry,Mole Concept,How to calculate moles?,n = m/M,Converts given mass into moles
Physical Chemistry,Gas Laws,What is Avogadro law?,V ∝ n,Equal volumes of gases contain equal molecules at same T and P
Physical Chemistry,Concentration,What is molarity?,M = n/V,Measures concentration based on volume
Physical Chemistry,Concentration,What is molality?,m = n/kg,Independent of temperature
Physical Chemistry,Stoichiometry,What is law of conservation of mass?,Reactants mass = Products mass,Total mass remains constant in reaction
Physical Chemistry,Stoichiometry,What is limiting reagent?,A + B → product (limited),Determines maximum product formation
Physical Chemistry,Stoichiometry,What is percentage yield?,% yield = (actual/theoretical)×100,Measures efficiency of reaction
Physical Chemistry,Atomic Mass,What is relative atomic mass?,Ar = weighted average,It is weighted average of isotopes
Physical Chemistry,Atomic Mass,How is average atomic mass calculated?,Average mass = Σ(fi × mi),Considers isotopic abundance
Physical Chemistry,Formula Calculation,What is empirical formula?,EF = simplest ratio,Derived from % composition
Physical Chemistry,Formula Calculation,How is molecular formula calculated?,MF = n × EF,Uses empirical formula
Physical Chemistry,Composition,How to calculate percentage composition?,% = (mass/total)×100,Shows composition of compound
Physical Chemistry,Composition,How to find empirical formula from % composition?,% → moles → ratio,Ratio gives formula
Physical Chemistry,Concentration,What is normality?,N = equivalents/L,Used in acid-base reactions
Physical Chemistry,Concentration,What is mole fraction?,XA = nA / (nA+nB),Dimensionless quantity
Physical Chemistry,Stoichiometry,Why must equations be balanced?,Reactants = Products atoms,Atoms equal on both sides
Physical Chemistry,Stoichiometry,What is mole ratio?,aA + bB → cC,Used in calculations
Physical Chemistry,Stoichiometry,How to find limiting reagent?,Based on stoichiometric ratio,Smaller product-forming reactant is limiting
Physical Chemistry,Gas Stoichiometry,What is ideal gas equation?,PV = nRT,"Relates pressure, volume, temperature"
Physical Chemistry,Gas Stoichiometry,How are gas volumes calculated?,V ∝ n,1 mole gas = 22.4 L at STP
Physical Chemistry,Measurements,What are significant figures?,Rules of sig figs,Depends on precision
Physical Chemistry,Measurements,What is dimensional analysis?,Unit × factor = new unit,Uses conversion factors
Physical Chemistry,Mole Concept,What is one mole of a substance?,1 mole = 6.022 × 10^23 particles,"One mole is the amount of substance containing 6.022 × 10^23 particles such as atoms, molecules, or ions."
Physical Chemistry,Mole Concept,What is Avogadro number?,NA = 6.022 × 10^23,Avogadro number represents the number of particles present in one mole of a substance.
Physical Chemistry,Mole Concept,What is molar mass?,Molar mass = mass of 1 mole,Molar mass is the mass of one mole of a substance expressed in g mol−1.
Physical Chemistry,Mole Concept,Calculate the molar mass of oxygen gas (O2).,O2 = 16 × 2,Molar mass of O2 is 32 g mol−1.
Physical Chemistry,Mole Concept,How many molecules are present in 1 mole of water?,1 mole H2O = 6.022 × 10^23 molecules,One mole of water contains 6.022 × 10^23 water molecules.
Physical Chemistry,Mole Concept,What is the mass of 1 mole of carbon atoms?,C = 12 u,One mole of carbon atoms has a mass of 12 g.
Physical Chemistry,Mole Concept,Define gram atomic mass.,atomic mass in grams,Gram atomic mass is the atomic mass of an element expressed in grams.
Physical Chemistry,Mole Concept,Define gram molecular mass.,molecular mass in grams,Gram molecular mass is the molecular mass of a substance expressed in grams.
Physical Chemistry,Mole Concept,Calculate the number of moles in 18 g of water.,n = mass/molar mass,Number of moles = 18/18 = 1 mole.
Physical Chemistry,Mole Concept,Calculate the number of moles in 44 g of CO2.,n = 44/44,44 g of CO2 contains 1 mole of carbon dioxide.
Physical Chemistry,Mole Concept,How many molecules are present in 22 g of CO2?,n = 22/44 = 0.5 mole,0.5 mole contains 3.011 × 10^23 molecules.
Physical Chemistry,Mole Concept,What is the molar mass of NaCl?,NaCl = 23 + 35.5,Molar mass of sodium chloride is 58.5 g mol−1.
Physical Chemistry,Mole Concept,How many atoms are present in 1 mole of helium?,1 mole He = 6.022 × 10^23 atoms,One mole of helium contains 6.022 × 10^23 atoms.
Physical Chemistry,Mole Concept,What is the relation between moles and particles?,particles = moles × NA,Number of particles is obtained by multiplying moles with Avogadro number.
Physical Chemistry,Mole Concept,What is the SI unit of amount of substance?,mole,The SI unit of amount of substance is mole.
Physical Chemistry,Mole Concept,Calculate the number of atoms in 4 g of helium.,n = 4/4 = 1 mole,1 mole helium contains 6.022 × 10^23 atoms.
Physical Chemistry,Mole Concept,How many molecules are present in 9 g of water?,n = 9/18 = 0.5 mole,0.5 mole water contains 3.011 × 10^23 molecules.
Physical Chemistry,Mole Concept,Calculate the number of oxygen atoms in 1 mole of CO2.,1 CO2 contains 2 O atoms,1 mole CO2 contains 2 moles of oxygen atoms.
Physical Chemistry,Mole Concept,Find the number of moles in 98 g of H2SO4.,n = 98/98,98 g of sulfuric acid contains 1 mole.
Physical Chemistry,Mole Concept,Calculate molecules present in 11.2 L of O2 at STP.,22.4 L = 1 mole,11.2 L corresponds to 0.5 mole containing 3.011 × 10^23 molecules.
Physical Chemistry,Mole Concept,What volume is occupied by 2 moles of gas at STP?,V = n × 22.4 L,2 moles occupy 44.8 L at STP.
Physical Chemistry,Mole Concept,Define empirical formula.,simplest whole number ratio,Empirical formula represents the simplest ratio of atoms in a compound.
Physical Chemistry,Mole Concept,Define molecular formula.,actual number of atoms,Molecular formula represents the actual number of atoms in one molecule.
Physical Chemistry,Mole Concept,Find empirical formula of CH2O.,already simplest ratio,The empirical formula is CH2O.
Physical Chemistry,Mole Concept,Calculate molar mass of CaCO3.,40 + 12 + 48,Molar mass of calcium carbonate is 100 g mol−1.
Physical Chemistry,Mole Concept,Calculate total atoms in 1 mole of CH4.,1 C + 4 H = 5 atoms,1 mole methane contains 5 × 6.022 × 10^23 atoms.
Physical Chemistry,Mole Concept,Find moles present in 5.6 L of nitrogen gas at STP.,n = 5.6/22.4,Number of moles = 0.25 mole.
Physical Chemistry,Mole Concept,What is percentage composition?,(mass of element / molar mass) ×100,Percentage composition gives percentage mass of each element in a compound.
Physical Chemistry,Mole Concept,Calculate percentage of oxygen in H2O.,16/18 ×100,Percentage of oxygen in water is 88.89%.
Physical Chemistry,Mole Concept,What is molarity?,M = moles/litre,Molarity is the number of moles of solute present in one litre of solution.
Physical Chemistry,Mole Concept,Calculate the number of electrons in 1 mole of Na atoms.,Na = 11 electrons,1 mole Na contains 11 × 6.022 × 10^23 electrons.
Physical Chemistry,Mole Concept,How many atoms are present in 0.25 mole of H2SO4?,7 atoms per molecule,Total atoms = 0.25 × 7 × 6.022 × 10^23.
Physical Chemistry,Mole Concept,Calculate total neutrons in 1 mole of O16 atoms.,O16 has 8 neutrons,Total neutrons = 8 × 6.022 × 10^23.
Physical Chemistry,Mole Concept,"Find empirical formula from 40% C, 6.67% H, 53.33% O.",C:H:O = 1:2:1,Empirical formula is CH2O.
Physical Chemistry,Mole Concept,Calculate molecular formula if empirical formula is CH2O and molar mass is 180.,(CH2O)n,"n = 180/30 = 6, molecular formula = C6H12O6."
Physical Chemistry,Mole Concept,How many molecules are present in 2.24 L CO2 at STP?,n = 2.24/22.4 = 0.1 mole,Number of molecules = 6.022 × 10^22.
Physical Chemistry,Mole Concept,Calculate molarity of solution containing 5 moles solute in 2 L solution.,M = n/V,Molarity = 2.5 M.
Physical Chemistry,Mole Concept,Define molality.,m = moles/kg solvent,Molality is the number of moles of solute dissolved in 1 kg solvent.
Physical Chemistry,Mole Concept,Why is molality temperature independent?,mass unaffected by temperature,Mass does not change with temperature unlike volume.
Physical Chemistry,Mole Concept,Calculate normality of 1 M H2SO4 solution.,N = M × n-factor,Normality = 1 × 2 = 2 N.
Physical Chemistry,Mole Concept,Define limiting reagent.,reaction stops after complete consumption,Limiting reagent is the reactant consumed completely first in a reaction.
Physical Chemistry,Mole Concept,What is excess reagent?,reactant remaining after reaction,Excess reagent remains unreacted after completion of reaction.
Physical Chemistry,Mole Concept,Calculate moles of oxygen atoms in 1 mole Al2(SO4)3.,12 oxygen atoms per formula unit,1 mole compound contains 12 moles oxygen atoms.
Physical Chemistry,Mole Concept,Calculate number of ions produced by 1 mole Na2SO4.,2Na+ + SO42−,1 mole Na2SO4 produces 3 moles ions.
Physical Chemistry,Mole Concept,Why is mole concept important in chemistry?,stoichiometric calculations,Mole concept connects microscopic particles with measurable quantities.
Physical Chemistry,Mole Concept,Calculate total atoms in 44 g CO2.,44 g = 1 mole CO2,1 mole CO2 contains 3 × 6.022 × 10^23 atoms.
Physical Chemistry,Mole Concept,Find number of molecules in 5.6 L CH4 at STP.,n = 5.6/22.4 = 0.25 mole,Number of molecules = 1.505 × 10^23.
Physical Chemistry,Mole Concept,Calculate mass of 3.011 × 10^23 molecules of O2.,0.5 mole × 32,Required mass = 16 g.
Physical Chemistry,Mole Concept,Find empirical formula from 92.3% C and 7.7% H.,C:H = 1:1,Empirical formula is CH.
Physical Chemistry,Mole Concept,Calculate molecular formula if empirical formula is CH and molar mass is 78.,(CH)n,"n = 78/13 = 6, molecular formula = C6H6."
Physical Chemistry,Mole Concept,Determine limiting reagent in reaction: 2H2 + O2 → 2H2O when 3 moles H2 react with 1 mole O2.,required ratio 2:1,O2 is limiting reagent.
Physical Chemistry,Mole Concept,Calculate moles of electrons in 1 mole Mg atoms.,Mg = 12 electrons,1 mole Mg contains 12 moles electrons.
Physical Chemistry,Mole Concept,How many oxygen atoms are present in 0.5 mole H2SO4?,4 O atoms per molecule,Total oxygen atoms = 2 × 6.022 × 10^23.
Physical Chemistry,Mole Concept,Find molarity when 20 g NaOH is dissolved in 500 mL solution.,M = (20/40)/0.5,Molarity = 1 M.
Physical Chemistry,Mole Concept,Find molality when 1 mole solute is dissolved in 2 kg solvent.,m = n/kg solvent,Molality = 0.5 m.
Physical Chemistry,Mole Concept,Calculate percentage composition of carbon in CO2.,12/44 ×100,Percentage of carbon = 27.27%.
Physical Chemistry,Mole Concept,Calculate number of atoms in 18 g water.,18 g = 1 mole H2O,Total atoms = 3 × 6.022 × 10^23.
Physical Chemistry,Mole Concept,Find volume occupied by 0.25 mole gas at STP.,V = n × 22.4,Volume = 5.6 L.
Physical Chemistry,Mole Concept,Why is mole concept fundamental in stoichiometry?,chemical equations use mole ratios,"Mole concept helps relate masses, particles, and volumes in chemical reactions."
Physical Chemistry,Gas Laws,State Boyle’s law.,P ∝ 1/V at constant T,Boyle’s law states that pressure of a fixed mass of gas is inversely proportional to its volume at constant temperature.
Physical Chemistry,Gas Laws,Write mathematical expression of Boyle’s law.,P1V1 = P2V2,"For a fixed amount of gas at constant temperature, product of pressure and volume remains constant."
Physical Chemistry,Gas Laws,State Charles’ law.,V ∝ T at constant P,Charles’ law states that volume of a gas is directly proportional to absolute temperature at constant pressure.
Physical Chemistry,Gas Laws,Write mathematical expression of Charles’ law.,V1/T1 = V2/T2,"At constant pressure, ratio of volume to absolute temperature remains constant."
Physical Chemistry,Gas Laws,State Gay-Lussac’s law.,P ∝ T at constant V,Gay-Lussac’s law states that pressure of a gas is directly proportional to absolute temperature at constant volume.
Physical Chemistry,Gas Laws,Write mathematical expression of Gay-Lussac’s law.,P1/T1 = P2/T2,"At constant volume, ratio of pressure to absolute temperature remains constant."
Physical Chemistry,Gas Laws,What is absolute temperature scale?,Kelvin scale,Absolute temperature is measured in Kelvin scale where 0 K represents absolute zero.
Physical Chemistry,Gas Laws,Convert 27°C into Kelvin.,K = °C + 273,27°C corresponds to 300 K.
Physical Chemistry,Gas Laws,State Avogadro’s law.,V ∝ n at constant T and P,Equal volumes of all gases at same temperature and pressure contain equal number of molecules.
Physical Chemistry,Gas Laws,Write ideal gas equation.,PV = nRT,"The relation between pressure, volume, temperature, and moles of an ideal gas is given by PV = nRT."
Physical Chemistry,Gas Laws,What is the SI unit of pressure?,pascal (Pa),The SI unit of pressure is pascal.
Physical Chemistry,Gas Laws,What is STP?,"T = 273 K, P = 1 atm",STP means standard temperature and pressure conditions.
Physical Chemistry,Gas Laws,What volume is occupied by 1 mole gas at STP?,22.4 L,One mole of ideal gas occupies 22.4 L at STP.
Physical Chemistry,Gas Laws,What is gas constant R?,R = 8.314 J mol−1 K−1,R is the universal gas constant used in ideal gas equation.
Physical Chemistry,Gas Laws,Why are gases highly compressible?,large intermolecular spaces,Gases contain large empty spaces between molecules making them highly compressible.
Physical Chemistry,Gas Laws,Why does pressure increase when gas volume decreases?,Boyle’s law,Decrease in volume increases frequency of molecular collisions with container walls causing pressure increase.
Physical Chemistry,Gas Laws,Why must temperature be expressed in Kelvin in gas laws?,Kelvin ∝ molecular energy,Kelvin scale is directly proportional to molecular kinetic energy and avoids negative values.
Physical Chemistry,Gas Laws,Calculate final volume if 2 L gas at 1 atm is compressed to 2 atm.,P1V1 = P2V2,Final volume = 1 L.
Physical Chemistry,Gas Laws,Calculate final volume when 3 L gas at 300 K is heated to 600 K at constant pressure.,V1/T1 = V2/T2,Final volume = 6 L.
Physical Chemistry,Gas Laws,Calculate final pressure when pressure changes from 1 atm at 300 K to 600 K at constant volume.,P1/T1 = P2/T2,Final pressure = 2 atm.
Physical Chemistry,Gas Laws,State combined gas law.,PV/T = constant,"Combined gas law combines Boyle’s, Charles’, and Gay-Lussac’s laws."
Physical Chemistry,Gas Laws,Write combined gas law equation.,P1V1/T1 = P2V2/T2,"The relation connects pressure, volume, and temperature of fixed mass of gas."
Physical Chemistry,Gas Laws,Define ideal gas.,PV = nRT,An ideal gas obeys all gas laws perfectly under all conditions.
Physical Chemistry,Gas Laws,What assumptions are made for ideal gases?,no intermolecular forces,Ideal gas molecules are assumed to have negligible volume and no intermolecular attraction.
Physical Chemistry,Gas Laws,Define diffusion of gases.,gas spreads uniformly,Diffusion is spontaneous mixing of gas molecules due to random motion.
Physical Chemistry,Gas Laws,State Graham’s law of diffusion.,r ∝ 1/√M,Rate of diffusion of gases is inversely proportional to square root of molar mass.
Physical Chemistry,Gas Laws,Why do lighter gases diffuse faster?,r ∝ 1/√M,Lighter gas molecules possess higher average speed and diffuse faster.
Physical Chemistry,Gas Laws,Calculate ratio of diffusion rates of H2 and O2.,r1/r2 = √(M2/M1),Hydrogen diffuses four times faster than oxygen.
Physical Chemistry,Gas Laws,Define Dalton’s law of partial pressures.,Ptotal = P1 + P2 + P3,Total pressure of nonreacting gases equals sum of partial pressures.
Physical Chemistry,Gas Laws,What is partial pressure?,pressure by individual gas,Partial pressure is the pressure exerted by one gas in a mixture.
Physical Chemistry,Gas Laws,Derive ideal gas equation from gas laws.,PV = nRT,"Combining Boyle’s, Charles’, and Avogadro’s laws gives PV proportional to nT and hence PV = nRT."
Physical Chemistry,Gas Laws,Why do real gases deviate from ideal behavior?,intermolecular forces + molecular volume,Real gases possess finite molecular volume and intermolecular attractions neglected in ideal gas theory.
Physical Chemistry,Gas Laws,Under what conditions do gases behave ideally?,high T and low P,At high temperature and low pressure intermolecular forces become negligible.
Physical Chemistry,Gas Laws,Define compressibility factor.,Z = PV/nRT,Compressibility factor measures deviation of real gases from ideal behavior.
Physical Chemistry,Gas Laws,What does Z = 1 indicate?,ideal gas behavior,Z = 1 indicates perfect ideal gas behavior.
Physical Chemistry,Gas Laws,Why does Z become less than 1 for real gases?,attractive forces dominate,Intermolecular attractions reduce effective pressure causing negative deviation.
Physical Chemistry,Gas Laws,Why does Z become greater than 1 at high pressure?,repulsive forces dominate,Finite molecular volume and repulsive forces increase effective pressure.
Physical Chemistry,Gas Laws,State van der Waals equation.,(P + an²/V²)(V − nb) = nRT,Van der Waals equation corrects pressure and volume terms for real gases.
Physical Chemistry,Gas Laws,What is significance of constant a in van der Waals equation?,attractive force correction,Constant a accounts for intermolecular attraction between gas molecules.
Physical Chemistry,Gas Laws,What is significance of constant b in van der Waals equation?,volume correction,Constant b accounts for finite volume occupied by gas molecules.
Physical Chemistry,Gas Laws,Define root mean square speed.,urms = √(3RT/M),It is the square root of mean of squares of molecular speeds.
Physical Chemistry,Gas Laws,Why does rms speed increase with temperature?,urms ∝ √T,Higher temperature increases kinetic energy and molecular speed.
Physical Chemistry,Gas Laws,Why do lighter gases have higher rms speed?,urms ∝ 1/√M,Lighter molecules move faster because rms speed is inversely proportional to square root of molar mass.
Physical Chemistry,Gas Laws,State kinetic gas equation.,PV = (1/3)mnu²,Kinetic gas equation relates pressure with molecular motion.
Physical Chemistry,Gas Laws,Define mean free path.,average distance between collisions,Mean free path is average distance travelled by gas molecule between successive collisions.
Physical Chemistry,Gas Laws,Calculate final volume when 4 L gas at 2 atm expands to 1 atm at constant temperature.,P1V1 = P2V2,Final volume = 8 L.
Physical Chemistry,Gas Laws,Calculate final temperature when 2 L gas at 300 K expands to 4 L at constant pressure.,V1/T1 = V2/T2,Final temperature = 600 K.
Physical Chemistry,Gas Laws,Calculate final pressure when pressure changes from 2 atm at 300 K to 450 K at constant volume.,P1/T1 = P2/T2,Final pressure = 3 atm.
Physical Chemistry,Gas Laws,Calculate number of moles in 11.2 L gas at STP.,n = V/22.4,Number of moles = 0.5 mole.
Physical Chemistry,Gas Laws,"Find total pressure when partial pressures are 2 atm, 3 atm, and 1 atm.",Ptotal = ΣPi,Total pressure = 6 atm.
Physical Chemistry,Gas Laws,Calculate partial pressure of oxygen if mole fraction is 0.2 and total pressure is 5 atm.,Pi = Xi × Ptotal,Partial pressure = 1 atm.
Physical Chemistry,Gas Laws,Calculate rms speed ratio of H2 and O2.,u1/u2 = √(M2/M1),Hydrogen molecules move four times faster than oxygen molecules.
Physical Chemistry,Gas Laws,Why do gases approach ideal behavior at low pressure?,large intermolecular distance,At low pressure molecules remain far apart and intermolecular forces become negligible.
Physical Chemistry,Gas Laws,Why does hydrogen show positive deviation from ideal behavior?,repulsive effect dominates,Weak intermolecular attraction causes compressibility factor greater than one.
Physical Chemistry,Gas Laws,Why do highly compressible gases liquefy easily?,strong intermolecular attraction,Gases with strong intermolecular forces condense more readily into liquids.
Physical Chemistry,Gas Laws,Define critical temperature.,Tc,Above critical temperature a gas cannot be liquefied by pressure alone.
Physical Chemistry,Gas Laws,Define critical pressure.,Pc,Minimum pressure required to liquefy a gas at critical temperature.
Physical Chemistry,Gas Laws,Explain another common JEE trap in Dalton’s law.,total pressure vs partial pressure,Students often confuse total pressure with pressure exerted by individual gases.
